AC,CALI,DEN,GR,NEU,RDEP,RMED
63.6382,10.0952,2.5069,6.0066,11.0283,2.834,3.356
62.8606,9.9668,2.5229,9.6978,11.6387,2.8066,3.3012
62.2711,9.7439,2.5397,6.4884,9.3374,2.7639,3.2402
61.7887,9.7532,2.5509,7.1663,8.2949,2.7338,3.2472
61.5728,10.0418,2.5616,7.1663,9.8459,2.7371,3.318
61.4968,10.1905,2.5673,6.2705,9.4288,2.7678,3.3747
62.0117,10.1905,2.5677,6.2705,10.3454,2.8353,3.3901
61.8736,9.9495,2.5703,7.2969,9.0136,2.8999,3.3926
61.6709,9.8095,2.5721,5.4823,8.152,2.9527,3.4387
62.8674,9.8657,2.5768,9.4863,8.4907,3.0385,3.5051
63.4844,10.1543,2.5859,9.2982,9.4972,3.1365,3.5882
64.6719,10.1595,2.5963,6.2705,7.8214,3.2477,3.6723
64.6719,9.7751,2.6072,4.765,8.0931,3.3662,3.7693
64.8104,9.7143,2.6057,6.8479,4.4809,3.4808,3.8872
64.886,9.7972,2.5946,8.6102,6.0019,3.5966,4.0019
64.85,9.8463,2.586,6.2705,6.0901,3.721,4.1479
65.0829,9.9906,2.5889,8.6915,6.2213,3.8671,4.3207
65.0443,9.9368,2.5933,7.8399,6.1085,4.0135,4.4783
65.208,9.4482,2.6053,7.1046,5.5808,4.1659,4.6609
65.4012,9.4286,2.6082,7.1663,6.9959,4.3593,4.8175
65.3179,9.4286,2.596,2.8601,7.581,4.478,4.9973
65.3416,9.5692,2.5742,7.1663,7.3616,4.674,5.1363
65.3751,9.619,2.553,6.278,7.6502,4.6324,5.22
65.39,9.7143,2.5276,7.1663,7.8355,4.2612,5.0648
65.5178,9.8032,2.5015,2.7661,11.718,3.7534,4.7911
67.458,9.3704,2.4968,6.2705,10.2057,3.2003,4.2401
70.3076,9.3531,2.4996,6.1774,11.0373,2.8738,3.802
69.406,9.8223,2.4994,6.0031,11.0013,2.6439,3.3972
69.7564,9.9048,2.4999,7.3137,14.0021,2.3787,2.8896
69.9215,9.9617,2.5114,7.3524,9.6771,2.2338,2.593
69.8904,9.6928,2.5092,8.4538,12.8199,2.1636,2.427
69.8539,9.5238,2.4753,4.4789,14.4958,2.1227,2.3344
69.904,9.5238,2.4547,4.9907,12.0506,2.0275,2.2717
69.8392,9.5238,2.4542,5.7045,9.7934,1.9692,2.2387
69.8137,9.5403,2.4528,6.8908,11.4454,1.9431,2.2004
69.7752,9.6846,2.4661,7.3876,10.1345,1.9227,2.1565
69.4881,9.8095,2.4873,7.6978,11.6139,1.9025,2.1267
69.6699,9.6727,2.4773,9.4887,13.165,1.8769,2.1081
69.6693,9.6858,2.456,5.4334,12.2895,1.8529,2.0815
69.9955,10.1187,2.4383,5.3704,13.7906,1.823,2.0129
71.0261,10.1905,2.4469,4.4789,12.7757,1.797,1.9809
71.9189,10.1905,2.4486,7.2695,13.9636,1.7741,1.9688
73.9309,10.0952,2.4359,5.2173,17.8294,1.7903,1.9656
74.8696,10.0952,2.43,5.5864,18.4427,1.8246,1.9679
72.3735,9.843,2.4287,4.4789,13.9364,1.8442,1.9855
69.5473,9.7143,2.4355,6.7346,15.3223,1.8682,2.0129
69.4466,9.9108,2.4542,8.3228,9.6868,1.8938,2.0454
69.4878,10.3437,2.4728,7.9453,9.9297,1.9316,2.0871
69.4699,10.1391,2.4964,7.3728,10.5403,2.0181,2.1763
69.4359,9.9048,2.5291,7.8828,9.5365,2.182,2.3141
69.3022,10.381,2.534,7.0141,10.0011,2.4309,2.4832
69.2366,10.2924,2.536,6.3956,9.5085,2.6665,2.636
69.234,10.2857,2.5311,5.4727,8.2353,2.8009,2.7865
68.4898,10.2857,2.5201,7.06,8.4467,2.9394,2.9106
68.4203,10.2857,2.5179,6.6966,7.9993,3.3499,3.0565
68.3757,10.2857,2.5181,8.0538,7.9112,3.0115,3.2734
68.3813,10.2375,2.527,5.8384,8.1389,2.3725,3.5516
67.9011,9.9028,2.5511,4.5161,8.5256,2.3188,3.6738
67.4637,9.8606,2.5601,5.7905,9.2078,2.308,3.5497
66.018,10.0146,2.5518,4.5704,7.9005,2.3046,3.4909
64.2732,10.3396,2.5426,6.7777,8.6942,2.3021,3.2918
63.203,10.4762,2.5397,7.1663,8.0096,2.2933,2.839
62.7651,10.533,2.5435,6.632,9.4829,2.2834,2.5507
63.2173,10.1586,2.5252,6.9664,9.775,2.2656,2.6269
63.691,9.9048,2.5077,6.4975,9.5002,2.2508,2.6269
64.164,10.1358,2.4945,5.6289,10.0306,2.2429,2.6295
64.8072,10.5061,2.4976,5.9893,10.3238,2.2367,2.6314
66.0088,10.6175,2.5156,4.1706,9.332,2.2205,2.6317
67.4041,10.1191,2.5502,5.7656,8.9914,2.2229,2.6336
67.7463,10.0193,2.5777,5.9186,9.1853,2.2703,2.634
67.3451,10.1636,2.5939,7.4194,8.1572,2.2213,2.6358
66.6112,10.1905,2.598,6.0621,10.3872,2.3128,2.6375
65.8336,10.3329,2.5881,7.3844,9.9929,2.3459,2.6358
63.1559,10.5012,2.5702,4.0538,9.2551,2.3496,2.6358
64.5679,10.5714,2.5443,6.0715,9.2416,2.347,2.6358
65.5687,10.3646,2.52,5.5287,8.1371,2.3489,2.6404
66.5172,9.8644,2.5054,5.1665,11.0351,2.3494,2.7269
67.5068,9.9355,2.5036,4.7414,10.2754,2.3492,2.7907
67.9596,10.1597,2.4947,7.9173,11.5635,2.3508,2.7695
68.1364,10.5714,2.4917,7.483,10.5872,2.3634,2.7667
68.5543,10.5714,2.4954,6.5058,9.3802,2.4284,2.7667
68.7362,10.5349,2.5031,7.1663,9.5671,2.4498,2.7652
69.4356,9.8769,2.5102,7.1663,11.9407,2.0037,2.7667
68.8619,9.9278,2.5079,5.5917,11.7737,2.4564,2.7652
68.462,10.2722,2.5045,7.9987,10.9169,2.4483,2.7644
67.7396,10.2857,2.5133,7.8635,10.5231,2.4382,2.7642
67.618,10.2857,2.5176,3.6558,10.1812,2.4272,2.7595
66.9587,10.2857,2.5207,5.7544,8.5154,2.4488,2.7972
66.6118,9.9087,2.5264,6.2797,8.5663,2.4692,2.8115
66.5619,9.6671,2.5269,7.1746,8.5847,2.4621,1.531
66.5903,10.0971,2.5425,7.1663,8.5375,2.4684,2.8166
66.0959,10.1905,2.5586,7.6455,8.6396,2.4685,2.818
65.5429,10.1666,2.5671,8.0621,8.3151,2.4737,2.8185
63.4844,9.7143,2.5532,6.5432,10.4355,2.4749,2.8022
63.769,9.7143,2.5267,5.3028,8.6678,2.4775,2.8233
64.8183,9.771,2.5079,6.6126,10.0845,2.5084,2.8742
65.9322,10.0105,2.4949,4.7762,11.7751,2.4856,2.8469
66.1525,10.0952,2.4897,7.1663,9.3245,2.4966,2.8217
66.6407,10.2039,2.4869,7.2925,9.5497,2.5086,2.8214
67.768,10.2857,2.5038,8.0621,9.9487,2.5171,2.8175
67.9251,10.1579,2.508,4.7856,8.3985,2.5225,2.8153
67.6054,9.8693,2.5102,7.5001,9.0016,2.5205,2.809
65.8585,9.7143,2.5219,5.916,9.6954,2.5159,2.8035
65.3706,9.8508,2.5439,8.0621,8.9665,2.5074,2.7621
66.9712,10.2125,2.5666,7.1663,8.3434,2.4828,2.7254
68.3656,10.3568,2.5622,7.1663,9.3062,2.409,2.683
69.6488,10.381,2.5298,7.1663,9.6302,2.3383,2.6206
69.6719,10.085,2.5059,5.0786,9.6096,2.2847,2.5666
69.6894,9.7421,2.4905,4.7405,13.6823,2.2533,2.4995
69.6562,9.9633,2.4801,8.2668,11.9102,2.2294,2.4639
69.7762,10.1566,2.4763,6.0116,13.0832,2.1924,2.4566
69.8703,10.3655,2.4718,4.3333,14.8106,2.1359,2.448
70.044,10.4762,2.4724,7.1663,12.4794,2.1033,2.4277
70.08,10.5588,2.4691,7.1663,12.074,2.0874,2.3971
69.5502,10.4033,2.4653,6.6134,11.996,2.0723,2.3655
69.3476,9.9436,2.4668,6.3619,12.0921,2.0466,2.3319
69.3682,9.8489,2.4804,7.0106,13.0422,2.0036,2.2764
69.3046,9.9932,2.494,6.3991,12.3836,1.8973,2.1927
69.1837,10.3172,2.4851,6.0676,13.7126,1.8485,2.109
70.0639,10.5675,2.4686,4.6277,13.0782,1.845,2.0668
71.4465,10.6216,2.4513,5.7518,13.4294,1.8335,2.0538
72.9273,10.5714,2.4412,6.2808,14.0452,1.823,2.0487
73.5001,10.2364,2.4291,5.8128,12.973,1.8148,2.0451
73.3853,9.8113,2.4292,6.2705,15.5844,1.8033,2.0368
72.4586,9.9556,2.4358,4.8356,14.3935,1.7929,1.9959
70.9304,10.3903,2.442,5.5066,12.2752,1.7738,1.9765
70.0464,10.464,2.4678,6.0405,13.4948,1.7458,1.9674
69.8601,9.9123,2.4894,7.4506,15.5467,1.713,1.9494
69.1487,10.0,2.4942,8.6194,13.1875,1.7103,1.9318
68.4743,10.4866,2.4891,4.1723,12.9013,1.6957,1.9121
68.0997,10.5714,2.5002,7.2789,13.0936,1.673,1.8975
68.5797,10.5714,2.4933,10.8934,13.6974,1.6746,1.8834
71.1228,10.1971,2.4768,8.6176,12.4828,1.6706,1.8638
71.2952,9.9048,2.4774,7.0139,12.5239,1.6646,1.8874
71.8476,9.9048,2.4818,6.8844,16.3691,1.6593,1.9196
71.7749,9.9048,2.478,6.2705,12.8866,1.6621,1.9267
70.5628,9.9729,2.4713,6.2705,14.5733,1.6886,2.0095
69.6838,10.3077,2.4642,6.2705,14.0798,1.7924,2.1736
69.8398,10.523,2.4642,6.2705,14.2709,1.9577,2.2736
70.4994,10.2857,2.4656,6.5041,12.5874,2.1255,2.2826
70.0299,10.2857,2.4628,7.8613,14.9238,2.2011,2.2867
70.0728,9.9048,2.4553,6.7587,14.6962,2.2383,2.3593
70.1492,9.9815,2.4496,6.4717,15.5042,2.3015,2.4702
69.9928,10.0612,2.4531,5.6302,11.3182,2.4379,2.826
68.9406,10.1905,2.4966,7.3128,9.997,2.637,3.3966
58.9438,9.7143,2.5802,6.2705,9.5461,2.8721,4.0481
57.6126,9.7143,2.6267,5.4941,8.3243,3.1525,4.5161
54.2824,9.7732,2.6519,6.9546,6.8761,3.624,4.6311
54.1013,9.6289,2.6587,8.0621,5.535,4.3859,4.7736
54.6006,9.619,2.6619,6.428,4.5663,5.1552,5.0572
55.4196,9.7074,2.6625,7.036,3.4157,5.2602,5.5357
55.7768,9.7143,2.6672,7.5626,3.364,5.1526,5.9672
55.4335,9.7143,2.673,3.7734,3.2305,5.0898,6.2435
57.0667,9.7143,2.6701,8.4853,3.29,5.0859,6.4008
58.8182,9.8083,2.6714,10.7272,3.7361,5.1199,6.27
50.9782,9.8574,2.6764,10.3088,3.4895,5.1022,5.9092
57.0612,9.9048,2.6712,8.094,4.2581,5.0756,5.5531
55.0075,9.9048,2.6655,10.3311,4.0605,4.8865,5.6316
54.175,9.9093,2.6669,8.019,3.4923,4.7119,5.6636
54.7669,10.0536,2.6845,6.6618,3.1343,4.6533,5.657
54.9695,10.0878,2.6901,8.9579,3.6677,4.6182,5.6736
55.1082,9.8304,2.6707,8.4262,3.5519,4.5906,5.6928
54.2195,9.619,2.6642,8.1594,3.7853,4.627,5.7355
52.5484,9.619,2.6788,8.3991,4.8276,4.7721,5.7351
58.2388,9.8228,2.6781,7.8132,5.8806,4.7508,5.5774
62.3573,10.0293,2.6336,8.0282,6.7271,4.5936,5.3452
63.1175,10.0308,2.5532,7.7726,6.9114,4.3207,5.12
63.2558,10.0402,2.5032,7.6844,8.4026,3.9469,4.8426
63.8342,10.6477,2.493,9.3153,9.6016,3.4743,4.4628
62.6137,10.3673,2.4991,11.3894,10.861,3.1925,3.9631
60.7466,10.1686,2.4995,8.6788,13.1426,3.0618,3.4872
66.3949,10.0952,2.4997,8.0814,13.5161,3.0499,3.232
69.9788,10.0,2.5109,10.3191,11.5553,2.9824,2.9752
73.1569,10.0,2.5263,10.9511,12.223,2.788,2.7158
66.6299,10.0276,2.5264,9.4504,13.0869,2.6328,2.5594
66.5341,10.0952,2.5249,9.1556,12.1645,2.4956,2.4438
70.5648,10.1257,2.5142,6.8444,10.5585,2.3917,2.3945
75.4397,10.4292,2.5029,8.0621,9.6167,2.3427,2.376
68.676,10.6667,2.5111,7.434,17.7044,2.2857,2.3708
67.7357,10.6667,2.5106,8.597,14.2757,2.2374,2.3425
71.7268,10.2132,2.489,7.6352,15.2932,2.1938,2.2892
72.235,10.0952,2.4638,10.6563,15.2684,2.1038,2.2167
74.9262,10.1344,2.4455,8.7987,14.0103,1.9599,2.1116
75.8896,10.3669,2.446,8.1942,14.054,1.8557,2.008
73.8376,10.6555,2.4499,9.8537,17.1865,1.7743,1.9533
73.2256,10.853,2.4569,14.1369,15.6763,1.7192,1.9022
73.1018,10.7619,2.4453,9.2267,12.7486,1.7068,1.8814
73.6083,10.1982,2.4172,9.8898,14.3591,1.6806,1.8909
71.2348,10.4294,2.3942,11.6422,15.6296,1.6323,1.7454
75.5878,10.8571,2.392,10.7495,18.817,1.5959,1.6646
68.9425,10.8065,2.3943,10.2729,21.32,1.6083,1.6468
68.8936,10.8527,2.3978,8.1465,18.297,1.6222,1.6594
72.6078,10.7619,2.3985,9.8537,17.9707,1.6834,1.6712
68.6447,10.7545,2.3961,9.715,16.5146,1.7852,1.6772
77.0735,10.6667,2.3986,10.1852,18.9678,1.8855,1.7466
80.0536,10.4659,2.4096,8.0621,17.5322,1.9571,1.849
81.1421,10.2623,2.408,9.7358,12.3259,2.034,2.1059
71.4062,10.2036,2.3934,8.0621,9.7171,2.099,2.3142
67.8437,10.3479,2.3838,4.552,10.6157,2.1962,2.4958
67.0867,10.6667,2.4045,5.9692,8.0133,2.3086,2.6473
68.3352,10.6016,2.4589,4.4789,7.2786,2.3987,2.7238
65.9588,10.0952,2.5064,7.7069,8.7722,2.4569,2.7564
63.5606,10.1632,2.5235,8.8267,11.3002,2.5695,2.773
65.1456,10.117,2.5277,4.8884,7.9168,2.6436,2.7865
59.2773,10.2613,2.5156,7.6028,11.9247,2.6681,2.7939
57.8143,10.381,2.4844,6.7342,10.1184,2.6569,2.794
57.7857,10.3072,2.4488,6.6756,11.6354,2.6305,2.7995
57.7579,10.1354,2.431,6.7884,10.2371,2.6131,2.7925
57.8108,9.9234,2.4388,8.0621,12.7269,2.6401,2.777
58.0119,9.9048,2.4565,5.9092,16.4601,2.6734,2.7547
58.446,9.9842,2.4684,13.443,15.0913,2.6815,2.7488
59.3016,10.3523,2.5033,14.0632,17.4437,2.6854,2.7775
59.565,10.4762,2.5176,13.6792,15.4804,2.7009,2.8035
60.6249,10.1277,2.5173,15.2284,17.0311,2.752,2.9157
62.1442,10.2257,2.5378,14.4267,15.5096,2.8244,3.0899
65.2347,9.5629,2.5788,12.0127,14.7115,2.9831,3.6203
71.7727,9.619,2.5978,10.0545,16.0333,3.2062,3.9334
69.6752,9.619,2.6084,6.772,10.1415,3.4781,4.1079
67.2034,9.619,2.6171,9.6936,5.6817,3.6907,4.2596
61.6623,9.7143,2.6148,6.2705,4.0335,4.0866,4.4759
57.1298,9.7143,2.6106,8.9192,5.4218,4.4862,5.3435
56.9431,9.7143,2.6097,4.0304,6.9302,4.6992,5.5343
55.3827,9.7158,2.606,12.47,6.5719,5.0643,5.4794
55.8594,9.9107,2.6069,7.5864,8.2465,5.3985,5.7915
65.9772,9.978,2.6204,9.1232,9.9435,5.5277,5.9482
65.5036,9.4169,2.6245,10.5299,9.4891,5.0352,5.6206
65.184,9.5456,2.6215,7.9252,9.6889,4.6883,4.8421
63.7053,9.9222,2.6311,9.9799,6.6142,4.6293,4.5837
61.8164,10.0851,2.6401,9.0535,5.2564,4.5615,4.5813
59.7003,9.8816,2.6223,8.7396,5.7994,4.4108,4.7461
56.2335,9.5238,2.6056,9.8537,5.5382,4.3671,4.8142
56.286,9.4617,2.6093,9.2695,5.2239,4.3408,4.6907
56.8311,9.5875,2.614,8.3617,7.9879,4.1765,4.4799
56.2467,10.0997,2.5847,7.4095,10.3696,4.001,4.0568
55.4895,10.1717,2.5537,11.2919,6.7875,3.9509,3.8792
56.0174,10.0274,2.5467,8.5774,9.1823,3.9227,3.7628
61.3496,9.8831,2.5489,11.0338,8.5681,3.825,3.5575
62.9975,9.6681,2.5512,10.2885,8.3325,3.6598,3.5466
65.7502,9.619,2.5664,10.7495,8.0849,3.5382,3.541
66.6243,9.619,2.5843,8.6723,8.0226,3.4992,3.5045
66.2868,9.7143,2.5905,9.216,8.1599,3.4904,3.4969
64.6102,9.7143,2.5904,8.4146,9.0176,3.4913,3.4969
63.4806,9.9308,2.5957,10.4643,7.1056,3.5292,3.4943
61.4138,10.3492,2.6111,9.8537,7.7982,3.5522,3.511
57.8141,9.7475,2.6111,7.7498,8.5609,3.5743,3.5757
56.4766,10.3031,2.6014,7.9401,7.9401,3.6679,3.7397
57.1773,9.8326,2.6074,6.8269,7.9995,3.9925,3.8663
56.844,9.7143,2.6119,7.8723,9.2833,4.4853,4.0623
57.6052,9.7143,2.6125,6.3116,9.7766,4.6748,4.3592
57.693,9.7143,2.6329,6.4746,9.4497,4.6741,4.4174
58.5809,9.7143,2.6423,13.7214,9.4694,4.6847,4.4182
59.8279,9.7143,2.6285,10.0991,9.3977,4.6918,4.4147
65.4854,9.7143,2.6187,13.1803,9.6453,4.6965,4.6218
68.4099,9.7143,2.6057,12.4997,10.7515,4.6915,5.0992
67.8674,9.9047,2.5941,12.9874,9.2684,4.6883,6.26
64.8281,10.1919,2.6051,12.5544,7.511,4.6983,6.5609
63.5113,9.9324,2.6419,12.9621,8.3587,4.6871,6.5675
64.7748,9.7272,2.6805,14.2922,8.874,4.6865,6.6007
64.8024,10.0,2.6753,12.433,6.975,4.6878,6.6018
64.2672,10.0,2.6355,11.5101,6.3705,4.8282,6.6155
62.8673,10.0,2.6183,9.8537,5.0473,5.1405,6.6482
61.9538,9.9899,2.6172,9.0526,4.8788,5.3205,6.6913
57.5564,9.8456,2.6076,7.6291,3.7222,5.4159,6.6994
58.6181,9.6884,2.601,9.3233,4.6577,5.6184,6.6977
59.0853,9.5238,2.5911,9.3122,4.5466,5.8995,6.7218
59.2054,9.619,2.5894,5.5235,3.7473,6.0888,6.7598
60.1847,9.619,2.6018,6.2705,4.7357,6.127,6.8444
61.2906,9.6564,2.6122,6.2705,3.5828,6.289,6.8634
62.3965,9.8095,2.608,8.1824,4.5809,6.2731,6.7964
63.5024,10.0216,2.6038,8.0621,4.4535,6.2849,6.762
64.6083,9.742,2.5979,8.0621,6.3234,6.3406,6.7197
64.7969,9.8366,2.5924,10.5439,4.8591,6.363,6.7026
64.7969,10.0434,2.5973,13.9241,5.0121,6.4048,6.5553
64.77,9.9048,2.5967,15.867,6.0911,6.3918,6.1114
64.5903,9.9048,2.5891,15.2284,9.6984,6.1921,5.1254
64.5518,9.9048,2.5863,14.3326,10.1215,6.0266,4.8047
64.6666,9.9048,2.5812,15.8242,9.3653,5.7061,4.7312
78.7908,9.9048,2.5834,15.3054,8.742,5.1914,4.7006
78.6017,9.9048,2.5898,15.7201,10.219,5.1016,4.6248
79.1969,9.8095,2.5884,15.9055,10.8316,5.0322,4.5741
69.6737,9.8095,2.5876,16.22,10.6014,4.759,4.5092
67.5533,9.7143,2.5934,15.0992,9.9906,4.4845,4.3884
67.9351,9.7143,2.5999,13.8502,9.8563,4.17,4.2847
68.748,9.7143,2.6091,19.9287,9.7975,4.0347,4.1281
68.0142,9.5327,2.6168,20.4778,9.5395,4.0042,3.9499
63.2247,9.6637,2.6233,19.7638,10.4683,3.963,3.9269
60.2622,9.9016,2.6284,17.0493,10.2154,3.953,4.0053
61.0452,10.1902,2.6218,9.8493,9.0691,4.104,4.196
61.9438,10.1905,2.6166,12.5411,6.3762,4.122,4.4147
62.2749,9.9889,2.6146,13.9628,6.561,4.2041,4.4081
62.1872,9.5238,2.6125,13.5556,6.5039,4.2415,4.4213
60.83,9.5771,2.6158,14.6211,6.6356,4.2642,4.4202
58.755,9.619,2.6224,13.2367,7.6025,4.2732,4.3324
58.7779,9.6752,2.6258,10.2213,6.4066,4.3008,4.4339
59.0311,9.9247,2.6281,9.8537,6.6192,4.321,4.6605
59.6746,10.0952,2.6185,8.7431,6.3584,4.3739,4.537
43.7091,10.1905,2.6104,9.0788,6.371,4.4611,4.491
42.9985,9.9429,2.6057,7.525,8.5194,4.4588,4.4931
44.6406,9.8567,2.5914,8.0621,7.9838,4.3874,4.4975
47.5845,9.7713,2.5896,8.0621,8.3506,4.3102,4.4997
60.7739,9.7143,2.5854,6.0746,7.1851,4.2755,4.5117
62.8853,9.7143,2.5753,8.9579,6.8873,4.2045,4.524
60.4021,9.7143,2.565,5.8664,7.8815,4.1335,4.5305
57.1945,9.7143,2.5631,5.806,7.6679,4.1147,4.5311
57.044,9.7143,2.5639,5.6039,7.4021,4.0543,4.45
57.0032,9.7877,2.5755,4.8892,6.6662,3.9624,4.3192
56.5378,10.1497,2.5969,6.2705,6.2217,3.8563,4.1574
56.2717,10.2857,2.6212,6.2705,5.2431,3.7998,3.958
55.8584,10.2857,2.6364,6.2705,6.2141,3.7588,3.8453
55.7395,10.1273,2.6267,7.7603,10.9304,3.7181,3.8457
57.7828,9.8387,2.6061,11.1318,10.7281,3.6823,3.8403
66.9468,9.7964,2.5909,16.7724,11.6798,3.6522,3.8377
67.75,10.0469,2.5782,13.3336,9.8444,3.6576,3.9047
68.3074,9.7246,2.5708,13.7275,9.1093,3.6065,3.8682
67.641,9.7143,2.5676,14.166,8.4621,3.5465,3.8069
65.6666,9.8021,2.57,16.0545,9.4448,3.4389,3.7221
65.5489,10.1785,2.5773,11.2536,7.9417,3.3159,3.6982
65.2269,10.2857,2.5709,11.6026,7.6479,3.3103,3.7146
65.1978,10.3302,2.5689,8.9579,8.4187,3.309,3.7537
65.4019,10.381,2.578,10.7184,7.7309,3.313,3.6729
65.3292,10.381,2.586,11.6413,8.3598,3.3054,3.5168
64.7017,10.2845,2.5862,9.8885,11.5721,3.302,3.3087
64.6185,10.1402,2.5932,13.0141,11.949,3.3027,3.2287
64.5544,9.9959,2.6135,13.2433,11.8256,3.2829,3.2375
64.7938,10.2238,2.5866,10.4584,10.0788,3.2413,3.2375
64.8906,9.9048,2.5733,12.4752,10.2254,3.2135,3.2375
64.8906,9.9048,2.5718,10.0634,10.9968,3.2455,3.2395
64.8906,9.9048,2.5759,12.4481,10.8878,3.2702,3.2408
64.8713,9.9048,2.5849,11.0909,11.5587,3.3031,3.2408
64.8958,9.9048,2.5689,9.7338,11.4504,3.352,3.259
64.8383,9.9048,2.5609,11.2831,10.1662,3.3767,3.3114
64.8804,9.9048,2.5667,7.4603,10.4107,3.4122,3.381
64.8281,10.0341,2.5695,8.3495,8.4692,3.526,3.4946
64.8372,10.4762,2.5666,14.8803,8.8226,3.6212,3.5988
64.7974,10.2735,2.5701,13.4368,9.6417,3.6943,3.6944
64.8488,9.9572,2.5786,10.9507,10.408,3.758,3.8717
64.8125,9.7391,2.5887,12.3079,8.397,3.8017,4.0371
64.7727,9.7143,2.6128,10.2928,8.331,3.8991,4.1318
64.7766,9.9343,2.6229,11.717,6.7709,3.9913,4.2674
64.14,10.2176,2.6114,10.746,6.3381,4.0461,4.4786
60.1399,10.2857,2.6183,10.2102,5.076,4.0915,4.625
58.9688,10.2256,2.6412,7.7314,4.3765,4.1278,4.7071
58.6443,9.7788,2.6532,11.1899,4.3606,4.2027,4.7544
59.2585,9.4909,2.6434,9.5108,4.9308,4.4239,4.7888
60.2861,9.5106,2.6281,8.7086,6.2126,4.6213,4.8057
61.6324,9.7974,2.6232,11.0861,6.1051,4.5931,4.8122
61.671,9.619,2.6196,11.6453,6.485,4.7795,4.8235
61.6968,9.7351,2.6294,11.6453,6.6881,4.8092,4.8469
61.6587,9.9925,2.6385,13.2956,7.1899,4.8108,4.911
61.6415,10.1905,2.6302,11.6453,6.542,4.8361,4.9785
62.5207,10.2811,2.6189,12.4975,6.677,4.8719,5.1344
65.0926,10.2857,2.6193,14.5723,5.6609,4.8731,5.7238
64.9214,10.1922,2.6149,8.9907,4.1302,4.8752,6.1064
56.6701,9.7155,2.5993,9.4143,5.8723,4.8802,6.071
57.6178,9.5238,2.5796,8.03,6.1134,4.9598,6.0625
58.7161,9.5238,2.5857,6.7913,5.7709,5.3208,6.0621
59.0944,9.5278,2.6044,4.5168,6.4118,5.3943,6.0391
59.0484,9.9906,2.6197,6.3733,5.972,5.1774,6.0229
59.0335,9.7074,2.6266,7.0364,5.7641,5.0289,6.0101
59.0625,9.619,2.6162,5.3747,6.0199,4.9282,5.9927
59.1535,9.619,2.6082,10.5653,5.6255,4.8514,5.965
59.4297,9.619,2.6136,7.8513,6.4733,4.8132,5.7285
59.8717,9.619,2.6163,5.3747,7.3099,4.7688,5.3705
60.0753,9.619,2.6073,6.5356,6.4852,4.6945,5.0171
59.8757,9.619,2.5995,7.6046,6.8715,4.6114,4.8308
59.6658,9.619,2.5994,9.2461,6.1771,4.5614,4.7873
59.3598,10.1752,2.6076,6.0676,4.8016,4.5485,4.8079
59.6314,9.7143,2.5891,6.4192,6.0198,4.5278,4.8248
61.0072,10.2857,2.5713,7.4611,5.2289,4.5023,4.8493
61.2445,10.2857,2.5725,6.0365,6.6544,4.4631,4.8834
61.431,10.2857,2.5691,7.8207,7.6115,4.7437,4.943
61.5193,10.2857,2.5589,5.1679,6.4222,5.2498,5.0147
61.2257,10.2857,2.5626,5.4972,6.8779,5.1595,5.0622
61.0875,10.2096,2.5672,5.9141,6.9095,5.1638,5.0713
61.1893,9.9754,2.5627,7.4987,7.1868,5.1614,5.1075
61.1639,9.7143,2.5691,8.4999,6.358,5.1586,5.1401
61.1713,9.8424,2.573,8.0621,7.7744,5.1627,5.4274
61.1138,10.1504,2.5677,8.8321,6.8655,5.1564,5.2666
61.2051,10.381,2.5715,8.8466,6.9655,5.1593,5.201
61.0675,10.381,2.5775,6.3692,7.1137,5.1661,5.3867
62.8187,10.381,2.5775,7.8694,6.0567,5.1572,5.392
62.7153,10.0304,2.5825,8.7434,6.6874,5.1504,5.3905
60.9697,9.8095,2.5874,7.3981,6.8716,5.1405,5.3927
61.2047,9.9,2.5861,6.2261,8.3623,5.1456,5.3816
61.2729,9.9934,2.582,9.7303,7.0741,4.9876,5.3857
61.2506,10.3754,2.591,6.3742,9.4103,4.9621,5.3813
61.3352,10.3817,2.5852,6.737,7.5625,5.038,5.3812
61.2986,9.7153,2.5762,5.4043,6.1713,5.1325,5.3766
61.3874,9.9097,2.583,6.6482,6.784,5.1744,5.3701
63.0282,10.2896,2.5943,8.0991,6.426,5.1928,5.3721
64.525,10.381,2.6096,8.9579,5.4354,5.1748,5.3286
64.5212,10.3741,2.6158,9.7255,6.7165,5.2459,5.3315
64.0881,10.0622,2.61,7.011,5.596,5.2633,5.3952
63.6267,9.7143,2.5996,8.8669,6.205,5.3102,5.5216
62.4945,9.7143,2.6014,8.0621,6.8929,5.371,5.5828
62.1891,9.8095,2.6105,8.0621,6.3209,5.4305,5.5526
61.6581,9.8095,2.6159,10.9599,6.4853,5.4344,5.5391
61.1706,9.8095,2.6099,14.0422,5.6051,5.4484,5.5616
61.2687,10.003,2.6008,10.1144,5.5129,5.4811,5.6166
61.7026,10.2307,2.6085,8.7856,5.685,5.1344,5.6294
62.0827,9.7305,2.6352,8.0621,6.0603,5.0051,5.6597
60.6875,9.619,2.6455,7.3658,6.8616,5.0059,5.7183
61.4022,9.619,2.6298,8.0621,4.7231,5.0128,5.8165
62.445,9.6431,2.6194,8.2887,5.4795,5.0105,5.8225
62.363,9.8606,2.6146,8.9579,5.4356,5.0109,5.2809
61.9443,10.0539,2.6102,7.5547,7.3075,4.9772,4.4346
61.8221,9.9624,2.5915,4.8402,8.602,4.8098,4.031
