AC,CALI,DEN,GR,NEU,RDEP,RMED
69.5184,10.0952,2.5178,10.9909,11.8906,2.2396,2.3119
69.8281,10.0952,2.5231,12.7554,12.8034,2.2385,2.3119
69.7582,10.0952,2.5231,11.6453,12.1532,2.2405,2.4233
69.7913,10.0952,2.5297,12.0131,12.3602,2.2414,2.5098
69.7269,10.0952,2.5314,14.1997,12.4511,2.2408,2.5086
69.7325,10.0952,2.5218,16.2301,13.3826,2.2471,2.5086
70.004,10.0042,2.5092,16.0849,14.171,2.2663,2.5086
70.1149,10.0952,2.5035,11.542,12.1475,2.3013,2.5096
70.4491,10.0952,2.4992,16.0875,13.0279,2.3635,2.5107
70.4916,10.0952,2.5011,14.3274,13.0926,2.3823,2.5097
70.4149,10.0952,2.5071,11.6155,11.4158,2.3894,2.5087
69.9917,10.0952,2.5035,9.8537,9.8069,2.393,2.5148
69.281,10.0045,2.5052,11.5613,11.3393,2.4131,2.5101
69.5938,10.0952,2.5129,9.3507,12.4998,2.4234,2.5008
69.5938,10.0,2.5121,10.8181,13.126,2.4239,2.4914
69.603,10.0,2.5071,12.1754,13.7359,2.4183,2.4337
69.5675,10.0952,2.5156,12.0621,14.3544,2.4072,2.4072
69.5997,10.0952,2.519,9.1766,14.1048,2.3727,2.3916
69.5895,10.0822,2.5113,8.3079,14.191,2.3605,2.3776
69.6135,10.0621,2.5116,9.2693,13.0302,2.319,2.3659
69.6276,10.0,2.5119,9.5536,14.0988,2.2789,2.3438
69.63,10.0,2.5169,8.0621,13.0065,2.2124,2.2926
69.6346,10.0188,2.5111,8.5935,13.5632,2.1742,2.2605
69.9145,10.0952,2.5042,12.0267,15.6414,2.1294,2.1912
70.2237,10.0952,2.5042,14.0028,13.3153,2.0379,2.1468
70.2223,10.0952,2.4985,11.8508,13.369,1.9166,2.0749
70.3453,10.0706,2.4984,10.5478,13.1158,1.8864,2.0297
71.2699,10.0,2.4955,12.5411,14.5802,1.8699,1.9876
71.683,10.0403,2.4864,9.3367,14.3149,1.8349,1.9313
71.6719,9.9813,2.5003,10.9419,15.3272,1.8111,1.8671
71.5915,10.0304,2.4959,10.7495,15.4884,1.7808,1.8057
70.8667,10.0158,2.4799,10.0024,13.4371,1.7564,1.7822
70.6133,10.0,2.4749,10.7495,14.0802,1.7582,1.8086
70.2384,10.0,2.4736,13.0721,14.6637,1.7592,1.8196
69.8782,10.0,2.4739,11.0893,14.7161,1.7613,1.8302
69.5856,10.0,2.4708,13.2479,13.6683,1.7631,1.8441
69.7131,10.0,2.4702,9.8537,12.5339,1.7651,1.8775
70.2124,10.0,2.4787,13.1674,12.5506,1.7754,1.9128
69.1126,10.0,2.4828,11.4301,14.4957,1.82,1.8977
68.2911,10.0,2.4784,9.1591,14.309,1.8441,1.8984
68.3198,10.0,2.4759,12.5411,13.847,1.847,1.8977
68.2819,10.0938,2.4739,9.0104,14.2127,1.8521,1.8984
69.9,10.0,2.4834,13.8861,14.3558,1.8737,1.8996
72.0024,10.0,2.4876,15.2144,15.1858,1.8566,1.9034
71.1719,10.0506,2.4892,12.9063,15.6466,1.8265,1.9017
71.1406,10.0,2.4866,12.5411,17.2423,1.8218,1.8829
71.2019,10.0,2.4805,11.5368,14.9381,1.8197,1.863
71.2031,10.088,2.4848,14.4004,14.8588,1.819,1.8581
71.157,10.0,2.4845,13.6407,13.7816,1.8178,1.846
71.2138,10.0,2.48,13.1521,13.3977,1.8168,1.8453
71.201,10.0,2.4768,12.4186,14.4611,1.8108,1.8934
71.1563,10.0,2.4708,12.6631,15.039,1.8168,1.9
71.197,10.0,2.4663,14.0203,14.8174,1.8196,1.9013
71.1406,10.0159,2.4674,10.152,15.8498,1.8256,1.9011
71.272,10.0952,2.4739,11.6453,15.1352,1.8342,1.9013
71.2346,10.0765,2.4853,13.8038,15.2397,1.8363,1.9023
71.1719,10.0678,2.5026,12.9207,15.0817,1.8778,1.9131
71.2529,10.0952,2.5112,12.7444,13.7418,1.9334,1.9356
71.4346,10.0952,2.5314,12.1072,13.8953,1.9639,1.9473
71.2536,10.0952,2.5361,13.6411,15.2618,1.9625,1.9493
68.8923,10.0952,2.5365,13.0292,13.9688,1.9635,1.9533
70.2812,10.0952,2.5347,11.78,17.307,1.9642,1.9585
70.2687,10.0952,2.5364,11.4563,15.6758,1.9629,1.9594
70.3502,10.0952,2.5408,14.9021,14.4813,1.9646,1.9612
70.2448,10.0952,2.5444,13.1394,17.332,1.9617,1.985
70.2602,10.0952,2.5439,13.125,14.2254,1.9618,2.0822
70.2365,10.0952,2.5386,12.5411,12.411,1.9599,2.0822
70.2939,10.0952,2.5384,15.5674,10.4114,1.9613,2.0837
70.3431,10.0952,2.5366,13.7229,10.5695,1.9662,2.0837
70.2706,10.0952,2.5424,14.1301,10.9442,1.9612,2.0849
70.1875,10.0952,2.5418,11.7135,14.0949,1.9534,2.0853
70.3563,10.0952,2.5353,12.1478,11.2447,1.9431,2.0852
70.2827,10.0952,2.5356,15.064,12.3846,1.9698,2.0852
70.3575,10.0952,2.5323,10.8046,11.2582,1.974,2.0852
70.3137,10.0952,2.5306,16.908,11.4597,1.969,2.097
70.289,10.0952,2.5256,12.9876,11.8808,1.9972,2.1055
70.4037,10.0952,2.5236,12.5935,10.9691,2.0128,2.1123
70.3336,10.0952,2.5284,15.6501,12.162,2.0441,2.1164
70.4496,10.0952,2.5386,12.6207,9.5023,2.0738,2.1844
70.3488,10.0952,2.5386,14.8339,11.9363,2.0838,2.2455
70.4809,10.0952,2.5359,10.9502,10.7197,2.1,2.2488
70.4191,10.0952,2.5433,11.8517,12.7148,2.1258,2.2601
70.2894,10.0952,2.5478,14.8523,10.808,2.149,2.2986
70.3012,10.0952,2.5394,12.7563,11.8222,2.2118,2.327
69.9793,10.0952,2.5327,14.0903,10.7655,2.25,2.3932
70.0469,10.0952,2.5299,9.628,12.2858,2.2509,2.4172
69.8124,10.0952,2.5348,12.6893,12.9929,2.2576,2.422
69.9863,10.0952,2.5337,12.8271,11.7362,2.3257,2.4192
69.9939,10.0952,2.5322,10.5553,10.8106,2.3373,2.4061
69.9576,10.0952,2.5309,14.0737,11.6739,2.381,2.4108
70.0313,10.0952,2.5142,12.5411,12.8985,2.3783,2.4047
70.0428,10.0952,2.5004,11.2131,11.4301,2.382,2.4001
70.0272,10.0952,2.4943,13.1845,11.8868,2.3987,2.3981
70.0638,10.0952,2.501,14.0002,13.1939,2.3979,2.4027
70.0046,10.0952,2.5035,11.1375,10.65,2.3954,2.4144
70.0061,10.0952,2.5069,15.0508,14.148,2.3951,2.4849
69.9237,10.0952,2.5074,12.2572,12.0706,2.3899,2.4858
70.0885,10.0952,2.5078,13.1359,12.4176,2.3858,2.484
70.1065,10.0952,2.5129,12.8892,12.2515,2.385,2.4837
70.084,10.0952,2.5114,16.0009,11.6179,2.3866,2.4837
69.9531,10.0952,2.5163,13.876,11.9262,2.3827,2.4845
70.0508,10.0952,2.5175,12.4448,12.4517,2.3809,2.4839
70.0133,10.0952,2.5327,10.9148,12.613,2.3796,2.4858
69.9772,10.0952,2.5481,10.6804,12.4016,2.3832,2.4858
69.8515,9.9583,2.5473,11.4231,12.8711,2.3556,2.4858
69.8706,9.9048,2.5577,11.7292,11.9637,2.1113,2.4858
69.9122,10.0,2.5657,10.2732,11.4389,2.0731,2.4858
69.8586,10.0,2.5655,12.5113,12.682,2.0724,2.4858
69.9687,9.9522,2.5699,11.1961,12.1114,2.0738,2.489
69.8754,10.0,2.5691,10.7731,10.1711,2.0722,2.4878
69.8815,10.0,2.5693,12.5411,11.2677,2.0738,2.4091
69.8567,9.9089,2.5741,9.0358,14.6805,2.0738,2.1461
70.722,10.0,2.578,12.2506,15.0497,2.0738,2.0211
75.3438,10.0,2.5762,12.6732,14.0109,2.0738,2.0106
73.1079,10.0,2.575,14.3326,13.2819,2.0753,2.0115
71.5345,9.9147,2.5774,11.7384,12.3291,2.08,2.012
71.5625,10.0,2.5665,13.0957,12.9482,2.0766,2.0112
71.5093,9.9048,2.5687,10.99,14.314,2.0736,2.012
71.5702,9.9666,2.5736,13.1228,12.902,2.0884,2.012
71.5601,9.9048,2.5723,14.9336,14.1648,2.0937,2.012
71.4581,9.9695,2.5739,14.6546,14.9086,2.094,2.012
71.4722,9.9048,2.5802,12.192,12.8225,2.0965,2.0131
71.4884,9.9724,2.5816,10.1135,13.519,2.0964,2.012
71.5594,9.9262,2.576,13.146,14.7227,2.0968,2.012
71.4712,10.0,2.5719,12.5761,13.8802,2.0968,2.012
71.5193,10.0,2.5618,12.0835,13.5109,2.0955,2.0131
71.5205,9.9266,2.5598,12.1299,14.4914,2.0968,2.012
71.6094,9.932,2.5677,11.9011,13.7908,2.0972,2.0134
71.6375,9.9237,2.5681,10.3891,14.5137,2.0231,2.0123
71.412,9.9699,2.5675,15.5582,13.8759,2.0428,2.0134
71.4556,9.9048,2.5658,12.8437,14.0122,2.0832,2.0123
71.5709,9.9048,2.5674,11.3352,13.3355,2.0864,2.0143
71.536,9.9868,2.5685,10.7495,13.3041,2.0879,2.0134
71.6507,9.9048,2.5682,10.075,15.4475,2.0874,2.0134
71.6715,9.9897,2.5612,12.9513,11.8117,2.0875,2.0385
71.7905,9.9435,2.5584,12.374,13.9663,2.0867,2.1628
71.3203,9.9122,2.5609,14.2627,13.8229,2.0877,2.2709
70.75,9.9048,2.5607,13.4368,15.6495,2.0877,2.2768
70.8095,9.9954,2.559,16.8485,15.7181,2.0876,2.2785
70.8645,9.9555,2.5582,17.5558,13.6561,2.0875,2.2803
70.858,9.9983,2.5531,19.6444,14.0678,2.0858,2.2803
70.797,10.0,2.5597,14.7727,13.3967,2.0931,2.283
70.8445,10.0,2.5764,17.9267,15.2083,2.092,2.2857
70.7909,9.9498,2.5684,19.284,13.1176,2.0819,2.2875
70.8471,10.0,2.5664,14.561,12.8056,2.0922,2.2893
70.765,10.0,2.5697,17.7094,15.474,2.097,2.292
70.9278,10.0,2.5608,17.9158,14.7581,2.0998,2.2948
71.1113,10.0,2.5414,14.756,14.3365,2.1023,2.2986
71.1094,9.9048,2.5341,17.7312,15.8108,2.1029,2.3002
71.0514,9.9048,2.5327,15.5705,12.6985,2.1013,2.3019
71.1187,9.9048,2.5356,17.9158,16.609,2.1015,2.3057
70.8958,9.9048,2.5373,16.1732,14.8471,2.103,2.3085
70.8412,9.9048,2.5327,17.9158,12.9069,2.1033,2.3131
70.9554,9.9048,2.522,16.0919,13.7351,2.1036,2.3196
70.9123,9.9048,2.5211,19.7074,15.3323,2.103,2.3275
70.8932,9.9048,2.5199,17.8021,14.9609,2.1017,2.3288
70.8626,9.9048,2.5217,19.3059,13.9961,2.1583,2.3294
70.8465,9.9048,2.5165,17.9158,13.5567,2.1539,2.3321
70.8668,9.9048,2.5071,17.9,13.6416,1.9901,2.3312
70.7969,9.9048,2.5092,15.2284,13.6416,1.9912,2.3312
68.7344,9.9048,2.5193,15.7384,13.7168,1.9914,2.3312
69.1343,9.9048,2.5136,17.02,11.7721,1.9925,2.3312
69.2196,9.9048,2.5044,17.5842,13.9649,1.991,2.353
69.1745,9.9048,2.4975,17.3244,15.4599,1.9923,2.3015
69.202,9.9048,2.498,16.7108,14.0165,1.9908,2.0092
69.2482,9.9048,2.5038,16.1242,13.5353,1.9906,2.043
69.17,9.9048,2.5153,21.722,13.2313,1.9917,2.043
69.2327,9.9048,2.518,15.8163,12.6487,1.992,2.0442
69.2027,9.9048,2.5248,16.6565,14.118,1.9899,2.0444
69.0843,9.9048,2.523,18.599,15.1661,1.987,2.0444
69.1574,9.9048,2.514,19.822,14.1924,1.9804,2.0444
69.1227,9.9048,2.5091,16.2554,14.1924,1.9947,2.0444
69.1687,9.9048,2.5114,16.0035,13.0797,1.9949,2.0451
69.1881,9.9048,2.5126,20.552,13.2527,1.9949,2.0444
69.1802,9.9048,2.5138,20.1658,14.0172,1.994,2.0458
69.2022,9.9048,2.5199,18.8216,15.8867,1.9949,2.0458
69.2237,9.9048,2.5293,16.4068,14.6079,1.9952,2.0458
69.2617,9.9048,2.5306,19.5587,17.5816,1.9948,2.0458
69.1545,9.9048,2.523,18.1188,13.7378,1.9962,2.045
69.2143,9.9048,2.5233,16.0599,12.6897,1.9956,2.0458
69.1929,9.9048,2.5214,15.2284,14.1249,1.9952,2.045
69.25,9.9048,2.5186,17.4587,13.3087,2.0079,2.0458
69.2018,9.9048,2.5167,15.0955,12.6069,2.0582,2.0458
69.1958,9.9048,2.5224,15.413,14.409,2.0651,2.0476
69.2702,9.9048,2.523,14.8094,13.0314,2.0637,2.052
69.2939,9.9202,2.517,11.9366,12.8794,2.0653,2.0544
69.2958,9.8709,2.5147,14.044,12.7667,2.0654,2.0535
69.2999,9.8095,2.5199,15.2284,12.7848,2.0656,2.08
69.3568,9.8095,2.5279,16.4969,17.1791,2.0658,2.152
69.2986,9.8095,2.5332,13.237,16.8743,2.0684,2.1358
69.2269,9.8095,2.5272,17.8318,14.803,2.0858,2.137
69.1794,9.7384,2.5212,15.2284,17.6503,2.0854,2.1354
69.2175,9.8095,2.5196,15.9169,13.7755,2.0792,2.1354
69.1964,9.8095,2.5166,14.3326,14.2922,2.0836,2.1354
69.1688,9.8095,2.5128,14.3326,13.408,2.0842,2.1342
69.1045,9.8095,2.5136,13.9473,14.2821,2.082,2.1339
69.1715,9.8095,2.5205,14.7919,15.1307,2.0827,2.1391
69.2866,9.8095,2.5233,15.2284,15.0567,2.0831,2.1298
69.2297,9.8095,2.5286,15.9983,12.8061,2.0828,2.1339
69.291,9.8095,2.5336,14.4433,14.8873,2.0823,2.136
69.2952,9.8095,2.5339,16.1242,12.4289,2.0844,2.1384
69.2504,9.8095,2.5283,18.0864,13.4916,2.0828,2.1386
69.34,9.8095,2.532,20.3162,12.2742,2.0828,2.14
71.4039,9.8095,2.5405,20.6032,14.9617,2.0807,2.1401
72.1719,9.8095,2.5369,13.7938,12.8882,2.2128,2.1401
72.1719,9.8095,2.5327,13.4368,14.245,2.3498,2.1393
72.2178,9.8095,2.5319,17.8261,12.9123,2.3505,2.1386
72.2192,9.8095,2.5322,17.0288,13.311,2.3503,2.1401
72.2332,9.8095,2.5315,15.2192,16.1733,2.352,2.1401
72.1332,9.8095,2.5272,14.3326,10.9402,2.3511,2.1336
72.2175,9.8095,2.5246,17.02,17.7839,2.3499,2.1985
72.1875,9.8095,2.5284,17.5178,10.8634,2.3523,2.4149
72.1596,9.8095,2.5319,17.2103,13.9901,2.3503,2.5228
72.2214,9.8095,2.5325,18.6576,13.582,2.3496,2.524
72.2279,9.8095,2.5379,20.4221,13.3936,2.3519,2.5233
72.0601,9.8095,2.533,20.4676,13.697,2.3514,2.5257
72.1883,9.8095,2.5234,17.02,13.1836,2.3507,2.5228
72.1252,9.8095,2.5274,17.5991,12.7743,2.3465,2.5242
72.1753,9.8095,2.5335,17.9158,12.739,2.3342,2.5269
72.0947,9.8095,2.5294,19.1283,13.4972,2.3353,2.5256
72.1815,9.8095,2.5323,22.0509,12.388,2.3347,2.5249
72.1562,9.8095,2.5319,16.8031,11.4275,2.3377,2.5263
72.2448,9.8095,2.5286,16.2235,13.6919,2.3359,2.5249
72.2121,9.8095,2.5194,15.0841,13.6932,2.3374,2.5264
72.1094,9.8095,2.5276,20.1509,12.6194,2.3345,2.5285
72.1933,9.8095,2.5372,18.8116,11.3697,2.3344,2.5269
72.1603,9.8095,2.5463,15.0924,14.0801,2.3364,2.5269
72.1877,9.8095,2.5523,17.7347,11.3319,2.3362,2.5269
72.2753,9.8095,2.5566,25.6975,12.6075,2.3339,2.5283
72.2285,9.8095,2.5441,21.373,11.7213,2.3338,2.5286
72.2383,9.8095,2.5348,23.8788,11.3757,2.3336,2.529
72.2233,9.8095,2.5332,18.6769,13.8109,2.3336,2.529
72.2425,9.8095,2.5288,23.2905,12.4327,2.3336,2.529
72.1667,9.8095,2.5254,22.4945,11.4645,2.3352,2.529
72.2212,9.8095,2.5378,18.2775,12.7834,2.3274,2.5294
72.1812,9.8095,2.5572,19.6348,12.4249,2.2939,2.5288
72.2193,9.8095,2.5566,17.2908,13.2364,2.2975,2.529
72.3257,9.8095,2.5525,14.5623,13.3982,2.2987,2.529
72.1624,9.7653,2.5468,15.2284,11.4274,2.2987,2.529
72.264,9.7143,2.5432,18.7364,13.1584,2.3005,2.529
72.3112,9.7143,2.5376,16.1032,12.5559,2.3005,2.529
75.994,9.7143,2.5236,17.9075,12.1674,2.3006,2.529
72.0156,9.7143,2.5234,16.0805,11.1423,2.3017,2.5301
66.6719,9.7143,2.539,16.9137,12.6152,2.3027,2.5291
66.6632,9.7143,2.545,13.8358,11.0307,2.3008,2.531
66.4996,9.7209,2.5497,14.5203,11.9237,2.3009,2.5312
66.63,9.7538,2.567,16.496,12.0482,2.3223,2.5343
66.75,9.6095,2.5932,15.9449,8.3479,2.6055,2.5354
66.5805,9.5238,2.6138,17.6394,9.5186,3.0608,2.5359
66.5081,9.5238,2.6154,19.1235,9.6366,2.9419,2.5354
66.5524,9.5238,2.6111,14.6502,9.4084,2.9395,2.5359
66.4844,9.5238,2.6117,18.236,11.1081,2.9395,2.5351
66.4738,9.5238,2.613,14.0177,9.4411,2.9372,2.5351
66.4561,9.5238,2.6079,14.1209,8.4806,2.9393,2.6582
66.4467,9.5238,2.6067,15.1226,9.2544,2.9393,3.356
66.3386,9.5238,2.6123,13.8331,8.7884,2.9356,2.696
66.3232,9.5238,2.6273,16.5476,10.9083,2.9358,2.6997
66.3086,9.5238,2.6292,17.02,9.8303,2.9357,2.7014
66.3448,9.5238,2.6326,17.7067,10.7242,2.9335,2.7014
66.2207,9.5238,2.6336,15.4808,10.4009,2.9301,2.7003
66.1909,9.5238,2.6269,16.838,10.7095,2.9131,2.7039
66.1944,9.5238,2.6219,13.1001,9.788,2.8687,2.702
66.3216,9.5238,2.6156,14.3326,11.0468,2.8747,2.7039
66.3117,9.5238,2.6229,14.026,9.1104,2.8721,2.7012
66.1562,9.5238,2.6267,18.8133,10.9314,2.8702,2.7037
66.1621,9.5238,2.6168,13.4368,9.1984,2.8722,2.7043
65.9916,9.5238,2.6059,14.232,10.7565,2.8706,2.7043
66.0746,9.5238,2.6099,15.0417,9.7125,2.8704,2.7043
66.3586,9.5238,2.6142,15.0815,10.1805,2.868,2.7043
66.1411,9.5238,2.6096,11.137,9.7289,2.8649,2.7043
66.0995,9.5238,2.6133,11.6453,9.4231,2.8676,2.7066
66.2798,9.5238,2.6209,13.918,9.7187,2.8686,2.7054
66.0958,9.5238,2.615,13.4368,9.5232,2.8773,2.7044
66.0779,9.5238,2.6154,13.8786,11.2898,2.8524,2.7043
66.109,9.5238,2.6258,19.7074,11.7402,2.8544,2.7067
65.9971,9.5737,2.6137,17.8318,11.2085,2.8545,2.7043
66.012,9.619,2.5907,18.777,11.4609,2.8519,2.7043
65.9738,9.619,2.5878,20.8919,9.672,2.8521,2.7043
65.9542,9.5304,2.5787,22.6121,9.5267,2.8517,2.7045
65.9231,9.619,2.5702,13.4368,10.4105,2.8475,2.7053
65.9314,9.619,2.5568,13.6223,10.3608,2.849,2.7043
66.2623,9.619,2.5437,9.9175,10.5479,2.8474,2.7043
67.797,9.6067,2.539,11.8771,11.1096,2.8469,2.7043
69.1956,9.5852,2.554,14.0142,11.0382,2.8474,2.7043
68.8517,9.5238,2.5626,15.3715,10.5653,2.8348,2.7043
66.0262,9.4595,2.5455,13.1018,10.0904,2.717,2.7043
65.9114,9.4286,2.5352,10.0238,10.4015,2.9986,2.7024
65.9119,9.4286,2.5354,12.6443,11.0872,2.9872,2.7043
65.9584,9.4286,2.538,13.9381,10.283,2.9622,2.7043
66.1287,9.4286,2.5339,13.1998,10.796,2.9625,2.7043
66.2779,9.4286,2.5369,12.7672,10.4607,2.9614,2.7043
67.6477,9.4286,2.5481,23.6684,12.3704,2.9616,2.7097
71.224,9.4286,2.5591,18.5601,11.0229,2.9617,2.8873
71.052,9.5044,2.5554,20.0547,11.1809,2.9642,2.9977
70.8514,9.4286,2.5527,19.9261,10.2092,2.9627,3.2453
68.2654,9.4286,2.544,19.4344,10.6951,2.965,3.2448
67.4699,9.4286,2.5403,17.0414,9.1689,2.9649,3.2454
67.2681,9.5101,2.547,18.8116,10.2399,2.9648,3.2447
67.1094,9.4286,2.5463,19.8102,10.9272,2.9737,3.2476
79.1632,9.4286,2.5437,15.9388,11.6377,2.9576,3.2476
80.6346,9.4286,2.5489,18.8033,11.2301,2.9561,3.2476
80.4323,9.4286,2.5478,19.4082,9.6769,2.9595,3.2476
80.9767,9.4286,2.5475,19.3207,11.6207,2.9576,3.2476
79.5469,9.4286,2.5424,15.4191,10.8709,2.9624,3.2476
69.7956,9.4286,2.5431,17.02,9.7998,2.9612,3.2492
69.8558,9.4286,2.5453,17.8952,9.2377,2.9625,3.2477
69.7572,9.4286,2.5363,17.4749,10.8008,2.9624,3.2476
69.797,9.4286,2.5244,18.7788,9.7775,2.9624,3.2476
69.8288,9.4286,2.5336,15.7367,10.732,2.962,3.251
69.8443,9.5238,2.5475,15.2284,10.7573,2.962,3.251
69.8507,9.5238,2.549,15.7236,12.0431,2.9654,3.251
69.7823,9.5238,2.5576,18.6292,11.4651,2.9647,3.251
69.7149,9.4683,2.573,18.2132,11.0647,2.9608,3.251
69.7813,9.4286,2.5754,23.3785,9.8918,2.9565,3.251
69.7429,9.4286,2.568,26.3838,10.5852,2.9563,3.2531
69.7692,9.4286,2.5694,26.0024,10.5052,2.9542,3.2514
69.778,9.4286,2.5724,30.519,12.2383,2.9518,3.2544
69.7698,9.4437,2.5657,25.0821,11.7194,2.9511,3.2549
69.7697,9.5238,2.5647,29.3074,11.1725,2.951,3.2555
69.6807,9.5238,2.5652,33.2431,12.0003,2.9531,3.2544
69.6637,9.5238,2.5659,27.8701,11.1712,2.9518,3.2544
69.7675,9.5238,2.5702,24.4068,14.5215,2.954,3.2544
69.7532,9.5238,2.5759,19.4694,13.8438,2.9494,3.2569
69.7579,9.5238,2.5777,20.3779,11.2249,2.9454,3.2544
69.7482,9.5238,2.5784,21.0248,10.3818,2.9446,3.2544
69.6625,9.5238,2.57,20.6032,9.9224,2.9978,3.2544
69.7312,9.5238,2.5677,22.7394,9.5055,3.065,3.2571
69.6433,9.5238,2.5646,22.117,10.1759,3.1159,3.2578
69.6543,9.4452,2.5594,25.195,9.7632,3.1563,3.2578
69.6832,9.4286,2.5625,25.6354,10.0073,3.1921,3.2578
69.7122,9.4286,2.5701,20.7326,11.2575,3.2092,3.2578
68.5202,9.4639,2.5748,25.1823,8.8919,3.2132,3.265
69.1554,9.5238,2.5711,19.7327,8.1898,3.217,3.2898
69.1593,9.4286,2.5669,17.9141,10.3243,3.2276,3.3237
69.2901,9.4286,2.5686,21.7894,10.4715,3.2075,3.3607
69.2454,9.4286,2.5749,20.3547,11.0748,3.2699,3.4482
69.3222,9.4286,2.5849,22.3947,11.2271,3.3515,3.4623
68.8451,9.4286,2.5799,19.5044,9.9657,3.3705,3.4592
68.3375,9.4286,2.5697,17.8729,10.7672,3.3715,3.46
65.4877,9.4286,2.5697,23.2905,9.9692,3.3553,3.4573
64.4389,9.5238,2.5806,23.319,11.1789,3.3247,3.4504
67.7792,9.5238,2.589,24.0324,10.3197,3.3118,3.4147
63.9085,9.5238,2.5899,24.8525,10.0799,3.2919,3.3169
63.9774,9.5238,2.5839,18.3173,11.3552,3.2877,3.2419
63.9854,9.5238,2.5851,20.1268,10.95,3.2817,3.2714
64.0273,9.5238,2.585,22.8496,10.584,3.2749,3.2655
63.9486,9.5238,2.5834,23.1165,11.7208,3.2796,3.3036
63.9254,9.5238,2.5821,19.8535,11.0979,3.9782,3.3153
63.9571,9.5238,2.5841,17.0025,12.6305,4.4975,3.3171
64.0346,9.5238,2.5895,10.7495,10.5184,4.4864,3.3202
64.0386,9.5238,2.5943,13.9088,11.7532,4.4826,3.3207
64.0256,9.5238,2.5929,11.6453,12.971,4.4811,3.3213
64.0048,9.5238,2.5886,15.8412,11.6497,4.4792,3.3439
63.9236,9.5238,2.5863,10.7495,10.5875,4.488,3.8384
63.9804,9.5238,2.5867,11.336,11.235,4.4854,4.5424
64.0094,9.5238,2.5955,14.0938,11.7824,4.4825,4.3815
64.039,9.5238,2.5845,13.2195,10.4934,4.4881,4.3837
64.0506,9.5238,2.5609,13.2741,8.7708,4.4917,4.3814
64.04,9.5238,2.5575,11.7485,8.3141,4.4892,4.3806
64.0873,9.5238,2.5937,13.6214,7.9486,4.4697,4.3806
64.077,9.5238,2.6115,13.2251,7.11,4.3961,4.3776
64.0192,9.5238,2.5914,11.4878,8.0731,4.3874,4.3801
64.0128,9.4915,2.5824,11.9331,6.8212,4.3801,4.3806
64.8246,9.4286,2.596,13.8113,7.0349,4.3853,4.3806
65.1908,9.4286,2.6052,14.1376,7.6653,4.3843,4.3818
65.7392,9.4286,2.6046,8.3731,7.7939,4.3859,4.381
65.585,9.4286,2.5965,13.7973,7.5246,4.3872,4.3813
64.9272,9.4286,2.5967,10.0068,6.8365,4.3914,4.3832
64.0405,9.4286,2.6028,13.3109,7.7349,4.3914,4.3776
64.204,9.4286,2.6025,16.0254,6.9136,4.3874,4.3776
64.1575,9.4286,2.5987,16.1242,7.6452,4.4164,4.3776
64.232,9.4286,2.5949,16.1242,9.0742,4.4426,4.3746
64.3664,9.4286,2.5918,16.1242,9.2871,4.3624,4.3761
64.5178,9.4286,2.5904,17.9014,8.3319,4.3589,4.3837
64.8568,9.4286,2.5879,16.161,8.4243,4.3636,4.3776
65.2494,9.4286,2.5884,13.6604,8.373,4.3089,4.3776
66.7924,9.4286,2.5946,18.2272,8.65,4.298,4.3759
66.5134,9.4286,2.5985,16.9019,8.1688,4.2995,4.3745
66.6123,9.4286,2.605,15.2284,9.1084,4.2979,4.3727
66.2326,9.4286,2.608,13.6092,8.901,4.3037,4.3773
65.7022,9.4286,2.5984,15.2284,10.0677,4.3159,4.3726
65.3348,9.4286,2.5793,15.0124,13.2129,4.2963,4.3298
65.7523,9.4286,2.5641,17.9832,10.1364,4.2551,4.1209
65.0947,9.4286,2.5765,18.0562,11.479,4.0521,4.0605
65.2991,9.4286,2.5931,15.8023,10.4245,3.6702,4.0543
65.5977,9.4286,2.5942,13.6044,12.3062,4.7585,4.0441
64.8667,9.4286,2.5853,13.7037,11.6737,4.7644,4.014
64.5082,9.4286,2.5785,14.138,11.5395,4.7674,3.9748
64.61,9.4286,2.5778,13.4368,10.4304,4.7701,3.9709
64.6445,9.4286,2.5729,16.1155,11.8383,4.7737,3.8559
64.8231,9.4286,2.5576,15.3955,10.9159,4.7737,3.4201
67.8533,9.4021,2.5305,14.3326,11.4173,4.7783,5.0409
68.104,9.3333,2.514,14.3326,12.0921,4.7772,4.8877
66.676,9.4286,2.5069,13.5046,11.1394,4.7814,4.8821
63.5625,9.3502,2.5242,13.1202,12.6127,4.7654,4.8847
63.5625,9.2689,2.55,12.5275,12.4554,4.7773,4.8898
63.2824,9.2241,2.5773,8.4558,11.3362,4.7952,4.8891
63.3248,9.2381,2.5896,12.3049,9.8926,4.845,4.8924
63.3979,9.2381,2.6005,11.0631,10.0776,4.7726,4.8924
63.3063,9.2381,2.6091,10.0286,9.774,4.7679,4.8924
63.3825,9.2381,2.6043,8.3718,9.0907,4.761,4.8959
63.3594,9.2381,2.5992,8.9579,8.5945,4.7623,4.8924
63.3116,9.2381,2.5965,8.9579,7.7666,4.7709,4.8924
63.4337,9.2381,2.5982,8.5467,8.231,4.7689,4.8962
63.3322,9.2381,2.5915,5.4443,7.7883,4.7727,4.8962
63.3989,9.2381,2.5914,11.626,8.1923,4.7735,4.8961
63.5154,9.2381,2.5982,10.7534,10.1368,4.7824,4.9039
63.4931,9.2381,2.5995,10.2491,7.4645,4.9622,4.9
